Time,header.seq,header.frame_id,x,y,dx,dy,left,right
0.0,1,start,1351,587,0,0,True,False
69.57069492340088,2,indiv-illustrate,1110,616,-2,-9,True,False
69.66340947151184,3,indiv-illustrate,1112,616,2,0,True,False
69.75369024276733,4,indiv-illustrate,1148,584,36,-32,True,False
69.81206846237183,5,indiv-illustrate,1172,557,24,-27,True,False
69.85084915161133,6,indiv-illustrate,1178,552,6,-5,True,False
69.90838599205017,7,indiv-illustrate,1180,549,2,-3,True,False
70.054039478302,8,indiv-illustrate,1185,544,5,-5,True,False
70.13591480255127,9,indiv-illustrate,1222,544,37,0,True,False
70.22730827331543,10,indiv-illustrate,1253,544,31,0,True,False
70.31173944473267,11,indiv-illustrate,1256,544,3,0,True,False
70.31265687942505,12,indiv-illustrate,1306,544,50,0,True,False
70.40912675857544,13,indiv-illustrate,1370,544,64,0,True,False
70.59501075744629,14,indiv-illustrate,1372,541,2,-3,True,False
70.65317749977112,15,indiv-illustrate,1393,525,21,-16,True,False
70.69427251815796,16,indiv-illustrate,1415,514,22,-11,True,False
70.78600978851318,17,indiv-illustrate,1443,506,28,-8,True,False
70.87932419776917,18,indiv-illustrate,1461,501,18,-5,True,False
70.88357782363892,19,indiv-illustrate,1498,497,37,-4,True,False
71.94711446762085,20,indiv-illustrate,1507,494,9,-3,True,False
71.94847822189331,21,indiv-illustrate,1469,495,-38,1,True,False
72.21605777740479,22,indiv-illustrate,1466,498,-3,3,True,False
72.46861982345581,23,indiv-illustrate,1448,498,-18,0,True,False
109.80145978927612,24,indiv-illustrate,1744,544,-3,-1,True,False
125.02030301094055,25,indiv-illustrate,1116,601,19,-7,True,False
125.11006951332092,26,indiv-illustrate,1127,599,11,-2,True,False
125.1970899105072,27,indiv-illustrate,1157,592,30,-7,True,False
125.25471639633179,28,indiv-illustrate,1170,587,13,-5,True,False
125.29016423225403,29,indiv-illustrate,1218,578,48,-9,True,False
125.38630819320679,30,indiv-illustrate,1223,574,5,-4,True,False
125.47383546829224,31,indiv-illustrate,1286,556,63,-18,True,False
125.47494459152222,32,indiv-illustrate,1310,548,24,-8,True,False
125.53307318687439,33,indiv-illustrate,1321,544,11,-4,True,False
125.61322093009949,34,indiv-illustrate,1344,535,23,-9,True,False
125.7321846485138,35,indiv-illustrate,1360,525,16,-10,True,False
125.73350930213928,36,indiv-illustrate,1381,518,21,-7,True,False
125.829256772995,37,indiv-illustrate,1400,510,19,-8,True,False
125.91822838783264,38,indiv-illustrate,1404,509,4,-1,True,False
126.00520062446594,39,indiv-illustrate,1409,507,5,-2,True,False
126.00903868675232,40,indiv-illustrate,1447,493,38,-14,True,False
126.14774298667908,41,indiv-illustrate,1455,489,8,-4,True,False
126.3665919303894,42,indiv-illustrate,1456,488,1,-1,True,False
126.45268297195435,43,indiv-illustrate,1460,485,4,-3,True,False
127.07090473175049,44,indiv-illustrate,1462,485,2,0,True,False
166.18526124954224,45,pretest-1,416,681,0,4,True,False
166.25069618225098,46,pretest-1,419,694,3,13,True,False
166.3800654411316,47,pretest-1,421,699,2,5,True,False
166.39672088623047,48,pretest-1,433,711,12,12,True,False
166.530770778656,49,pretest-1,466,728,33,17,True,False
166.6746006011963,50,pretest-1,472,729,6,1,True,False
166.67551565170288,51,pretest-1,485,736,13,7,True,False
166.73406887054443,52,pretest-1,517,751,32,15,True,False
166.81705045700073,53,pretest-1,519,751,2,0,True,False
166.86192178726196,54,pretest-1,530,754,11,3,True,False
166.9549994468689,55,pretest-1,549,762,19,8,True,False
167.01464533805847,56,pretest-1,553,764,4,2,True,False
167.10610437393188,57,pretest-1,560,768,7,4,True,False
167.16194915771484,58,pretest-1,564,772,4,4,True,False
167.23870205879211,59,pretest-1,585,785,21,13,True,False
167.38768219947815,60,pretest-1,595,792,10,7,True,False
