Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,x,y,dx,dy,left,right
1623062718.3416946,1,1623062718,341490507,start,824,519,0,0,True,False
1623062784.8402543,2,1623062784,839989662,indiv-illustrate,1073,623,-10,10,True,False
1623062784.8742135,3,1623062784,873744487,indiv-illustrate,1028,642,-45,19,True,False
1623062784.9315255,4,1623062784,931251049,indiv-illustrate,1012,647,-16,5,True,False
1623062785.4031374,5,1623062785,402455568,indiv-illustrate,1013,647,1,0,True,False
1623062785.458249,6,1623062785,457827568,indiv-illustrate,1120,647,107,0,True,False
1623062785.6625888,7,1623062785,662072658,indiv-illustrate,1184,647,64,0,True,False
1623062785.7235177,8,1623062785,722859621,indiv-illustrate,1241,610,57,-37,True,False
1623062785.7645319,9,1623062785,764147281,indiv-illustrate,1309,536,68,-74,True,False
1623062786.106703,10,1623062786,106369733,indiv-illustrate,1313,531,4,-5,True,False
1623062786.2483988,11,1623062786,247973203,indiv-illustrate,1425,482,112,-49,True,False
1623062787.0814092,12,1623062787,80888032,indiv-illustrate,1426,482,1,0,True,False
1623062787.1769216,13,1623062787,176542520,indiv-illustrate,1424,482,-2,0,True,False
1623062787.2300253,14,1623062787,229299545,indiv-illustrate,1421,482,-3,0,True,False
1623062787.3238695,15,1623062787,323570013,indiv-illustrate,1413,486,-8,4,True,False
1623062787.776782,16,1623062787,776549816,indiv-illustrate,1408,494,-5,8,True,False
1623062787.8957763,17,1623062787,895374536,indiv-illustrate,1447,503,39,9,True,False
1623062788.6170628,18,1623062788,616878271,indiv-illustrate,1462,505,15,2,True,False
1623062843.956875,19,1623062843,956314802,indiv-illustrate,1096,634,0,-12,True,False
1623062843.9581852,20,1623062843,957666635,indiv-illustrate,1109,609,13,-25,True,False
1623062844.050238,21,1623062844,49839735,indiv-illustrate,1143,590,34,-19,True,False
1623062844.1022608,22,1623062844,101975917,indiv-illustrate,1162,577,19,-13,True,False
1623062844.1589243,23,1623062844,158583402,indiv-illustrate,1170,574,8,-3,True,False
1623062844.2963674,24,1623062844,296001195,indiv-illustrate,1172,574,2,0,True,False
1623062844.522704,25,1623062844,522404909,indiv-illustrate,1171,574,-1,0,True,False
1623062844.6083386,26,1623062844,608074665,indiv-illustrate,1097,588,-74,14,True,False
1623062844.7806513,27,1623062844,780130147,indiv-illustrate,1096,591,-1,3,True,False
1623062844.7876184,28,1623062844,787229776,indiv-illustrate,1161,591,65,0,True,False
1623062844.870465,29,1623062844,870160579,indiv-illustrate,1188,591,27,0,True,False
1623062844.9540148,30,1623062844,953519105,indiv-illustrate,1225,576,37,-15,True,False
1623062845.0330884,31,1623062845,32564163,indiv-illustrate,1250,567,25,-9,True,False
1623062845.0367315,32,1623062845,36470174,indiv-illustrate,1268,564,18,-3,True,False
1623062845.1252515,33,1623062845,124998807,indiv-illustrate,1274,562,6,-2,True,False
1623062845.1694942,34,1623062845,169110059,indiv-illustrate,1333,526,59,-36,True,False
1623062845.2931035,35,1623062845,292580842,indiv-illustrate,1482,460,149,-66,True,False
1623062845.3511133,36,1623062845,350712299,indiv-illustrate,1519,460,37,0,True,False
1623062845.5610528,37,1623062845,560463666,indiv-illustrate,1520,460,1,0,True,False
1623062845.6162803,38,1623062845,615946292,indiv-illustrate,1508,457,-12,-3,True,False
1623062845.6530209,39,1623062845,652648925,indiv-illustrate,1495,457,-13,0,True,False
1623062845.7416475,40,1623062845,741325616,indiv-illustrate,1425,458,-70,1,True,False
1623062846.088899,41,1623062846,88462114,indiv-illustrate,1424,460,-1,2,True,False
1623062846.2722373,42,1623062846,271923780,indiv-illustrate,1426,463,2,3,True,False
1623062846.3549223,43,1623062846,354324579,indiv-illustrate,1436,471,10,8,True,False
1623062846.6131046,44,1623062846,612547636,indiv-illustrate,1438,472,2,1,True,False
1623062846.6257684,45,1623062846,625483751,indiv-illustrate,1438,481,0,9,True,False
1623062846.7193947,46,1623062846,719111680,indiv-illustrate,1436,491,-2,10,True,False
1623062847.1093774,47,1623062847,109121322,indiv-illustrate,1436,504,0,13,True,False
1623062847.1967251,48,1623062847,196228265,indiv-illustrate,1435,516,-1,12,True,False
1623062847.1977026,49,1623062847,197293043,indiv-illustrate,1435,518,0,2,True,False
1623062847.2946365,50,1623062847,294336080,indiv-illustrate,1435,521,0,3,True,False
1623062885.2106953,51,1623062885,210373640,pretest-1,733,879,-5,-1,True,False
1623062885.6820264,52,1623062885,681670904,pretest-1,729,874,-4,-5,True,False
1623062886.019645,53,1623062886,19311666,pretest-1,729,865,0,-9,True,False
1623062886.0646853,54,1623062886,64106941,pretest-1,752,847,23,-18,True,False
1623062886.2346215,55,1623062886,234261989,pretest-1,757,840,5,-7,True,False
1623062886.3186293,56,1623062886,318264722,pretest-1,764,824,7,-16,True,False
1623062886.401176,57,1623062886,400822162,pretest-1,809,752,45,-72,True,False
1623062887.5088239,58,1623062887,508381366,pretest-1,826,726,17,-26,True,False
1623062887.603517,59,1623062887,603255271,pretest-1,827,726,1,0,True,False
1623062890.2850137,60,1623062890,284662008,pretest-1,883,731,-6,-4,True,False
1623062890.3319216,61,1623062890,331622600,pretest-1,891,726,8,-5,True,False
1623062890.4196107,62,1623062890,419071435,pretest-1,911,717,20,-9,True,False
1623062890.4799325,63,1623062890,479605913,pretest-1,923,716,12,-1,True,False
1623062890.530163,64,1623062890,529801845,pretest-1,930,716,7,0,True,False
1623062890.6144583,65,1623062890,614156484,pretest-1,933,713,3,-3,True,False
1623062890.7056944,66,1623062890,704398393,pretest-1,937,711,4,-2,True,False
1623062890.7680137,67,1623062890,767703771,pretest-1,943,709,6,-2,True,False
1623062890.8038723,68,1623062890,803522348,pretest-1,953,704,10,-5,True,False
1623062890.8588164,69,1623062890,858467340,pretest-1,958,701,5,-3,True,False
1623062890.9978354,70,1623062890,997398376,pretest-1,962,699,4,-2,True,False
1623062890.9988801,71,1623062890,998480796,pretest-1,963,697,1,-2,True,False
1623062891.0954766,72,1623062891,95197916,pretest-1,968,684,5,-13,True,False
1623062891.2840657,73,1623062891,283799648,pretest-1,985,670,17,-14,True,False
1623062891.346448,74,1623062891,346088171,pretest-1,993,665,8,-5,True,False
1623062891.3894536,75,1623062891,389204740,pretest-1,1003,660,10,-5,True,False
1623062891.448756,76,1623062891,448462963,pretest-1,1013,653,10,-7,True,False
1623062891.491076,77,1623062891,490689754,pretest-1,1033,644,20,-9,True,False
1623062891.6884387,78,1623062891,688269615,pretest-1,1035,642,2,-2,True,False
1623062891.7715826,79,1623062891,771316528,pretest-1,1040,641,5,-1,True,False
1623062892.1134913,80,1623062892,112995147,pretest-1,1055,633,15,-8,True,False
1623062892.384883,81,1623062892,384267330,pretest-1,1056,632,1,-1,True,False
1623062892.4399521,82,1623062892,439648628,pretest-1,1073,619,17,-13,True,False
1623062894.6868384,83,1623062894,686590909,pretest-1,1088,602,-4,-4,True,False
1623062894.9383068,84,1623062894,938017129,pretest-1,1086,588,-2,-14,True,False
1623062895.0680516,85,1623062895,67578792,pretest-1,1086,578,0,-10,True,False
1623062895.1589813,86,1623062895,158715963,pretest-1,1086,576,0,-2,True,False
1623062895.2571385,87,1623062895,256952524,pretest-1,1083,570,-3,-6,True,False
1623062895.347978,88,1623062895,347582578,pretest-1,1076,560,-7,-10,True,False
1623062895.412376,89,1623062895,412061214,pretest-1,1073,556,-3,-4,True,False
1623062895.447712,90,1623062895,447395563,pretest-1,1067,550,-6,-6,True,False
1623062895.4988148,91,1623062895,498561620,pretest-1,1064,548,-3,-2,True,False
1623062895.6299388,92,1623062895,629517793,pretest-1,1061,535,-3,-13,True,False
1623062895.6359525,93,1623062895,635652780,pretest-1,1059,522,-2,-13,True,False
1623062895.6902082,94,1623062895,689233064,pretest-1,1056,514,-3,-8,True,False
1623062895.78357,95,1623062895,783316373,pretest-1,1056,505,0,-9,True,False
1623062896.0604205,96,1623062896,60068607,pretest-1,1053,497,-3,-8,True,False
1623062896.103923,97,1623062896,103549957,pretest-1,1050,481,-3,-16,True,False
1623062897.5381048,98,1623062897,537413835,pretest-1,1046,472,-4,-9,True,False
1623062898.6776812,99,1623062898,677385568,pretest-1,1045,472,-1,0,True,False
1623062898.7336996,100,1623062898,733392238,pretest-1,1037,472,-8,0,True,False
1623062898.869105,101,1623062898,868938922,pretest-1,1032,472,-5,0,True,False
1623062898.9631171,102,1623062898,962670564,pretest-1,1022,472,-10,0,True,False
1623062898.9790297,103,1623062898,978769063,pretest-1,1002,470,-20,-2,True,False
1623062899.058638,104,1623062899,58325529,pretest-1,988,465,-14,-5,True,False
1623062899.114953,105,1623062899,114643812,pretest-1,980,465,-8,0,True,False
1623062899.258064,106,1623062899,257676362,pretest-1,960,461,-20,-4,True,False
1623062899.258962,107,1623062899,258585453,pretest-1,954,461,-6,0,True,False
1623062899.3571944,108,1623062899,356882572,pretest-1,930,461,-24,0,True,False
1623062899.4179888,109,1623062899,417700767,pretest-1,919,461,-11,0,True,False
1623062899.4679086,110,1623062899,467617511,pretest-1,911,461,-8,0,True,False
1623062899.5618682,111,1623062899,561468839,pretest-1,898,461,-13,0,True,False
1623062899.562613,112,1623062899,562370538,pretest-1,864,454,-34,-7,True,False
1623062899.6552184,113,1623062899,654970169,pretest-1,856,453,-8,-1,True,False
1623062900.115745,114,1623062900,115357160,pretest-1,854,453,-2,0,True,False
1623062900.2078638,115,1623062900,207543134,pretest-1,815,453,-39,0,True,False
1623062900.290427,116,1623062900,290071964,pretest-1,796,451,-19,-2,True,False
1623062905.4295201,117,1623062905,429190874,pretest-1,794,451,-2,0,True,False
1623062905.4299848,118,1623062905,429887056,pretest-1,778,448,-16,-3,True,False
1623062905.4307516,119,1623062905,430595159,pretest-1,773,446,-5,-2,True,False
1623062905.4315958,120,1623062905,431361198,pretest-1,749,442,-24,-4,True,False
1623062905.4321194,121,1623062905,431981325,pretest-1,734,442,-15,0,True,False
1623062905.4327352,122,1623062905,432627201,pretest-1,729,442,-5,0,True,False
1623062905.4334507,123,1623062905,433318376,pretest-1,708,442,-21,0,True,False
1623062905.4340794,124,1623062905,433931589,pretest-1,701,439,-7,-3,True,False
1623062905.4347336,125,1623062905,434580564,pretest-1,692,439,-9,0,True,False
1623062905.4359734,126,1623062905,435793399,pretest-1,656,429,-36,-10,True,False
1623062905.436769,127,1623062905,436622142,pretest-1,650,425,-6,-4,True,False
1623062905.437483,128,1623062905,437271118,pretest-1,640,423,-10,-2,True,False
1623062905.4382057,129,1623062905,437999725,pretest-1,637,423,-3,0,True,False
1623062905.4388618,130,1623062905,438732385,pretest-1,619,420,-18,-3,True,False
1623062905.439113,131,1623062905,439046859,pretest-1,599,420,-20,0,True,False
1623062905.4394534,132,1623062905,439357519,pretest-1,587,420,-12,0,True,False
1623062905.4398057,133,1623062905,439677238,pretest-1,576,417,-11,-3,True,False
1623062905.4401386,134,1623062905,439974069,pretest-1,571,417,-5,0,True,False
1623062905.4405165,135,1623062905,440301656,pretest-1,558,416,-13,-1,True,False
1623062905.4410098,136,1623062905,440852403,pretest-1,555,415,-3,-1,True,False
1623062905.4416518,137,1623062905,441499233,pretest-1,555,410,0,-5,True,False
1623062905.4422965,138,1623062905,442150354,pretest-1,555,407,0,-3,True,False
1623062905.4429383,139,1623062905,442799091,pretest-1,555,406,0,-1,True,False
1623062905.4435833,140,1623062905,443444728,pretest-1,559,409,4,3,True,False
1623062905.4727201,141,1623062905,472483873,pretest-1,799,463,9,0,True,False
1623062905.4727676,142,1623062905,472646474,pretest-1,800,463,1,0,True,False
1623062905.4728549,143,1623062905,472779035,pretest-1,753,437,-47,-26,True,False
1623062905.472998,144,1623062905,472887039,pretest-1,707,437,-46,0,True,False
1623062905.4731598,145,1623062905,472978591,pretest-1,678,437,-29,0,True,False
1623062905.4734251,146,1623062905,473045825,pretest-1,652,437,-26,0,True,False
1623062905.4734328,147,1623062905,473134040,pretest-1,634,437,-18,0,True,False
1623062905.473442,148,1623062905,473200321,pretest-1,620,437,-14,0,True,False
1623062905.4734564,149,1623062905,473263025,pretest-1,600,437,-20,0,True,False
1623062905.4738448,150,1623062905,473776340,pretest-1,571,437,-29,0,True,False
1623062905.4755106,151,1623062905,475395917,pretest-1,494,426,-77,-11,True,False
1623062905.4858067,152,1623062905,485550403,pretest-1,488,424,-6,-2,True,False
1623062905.4876645,153,1623062905,487463712,pretest-1,530,431,42,7,True,False
1623062908.8100293,154,1623062908,809674739,pretest-1,521,410,-2,3,True,False
1623062908.90634,155,1623062908,905745744,pretest-1,509,430,-12,20,True,False
1623062908.996607,156,1623062908,996144533,pretest-1,507,434,-2,4,True,False
1623062909.0521896,157,1623062909,51872968,pretest-1,497,442,-10,8,True,False
1623062909.0882313,158,1623062909,87972402,pretest-1,483,457,-14,15,True,False
