Time,data
0.0,"Hello! My name is Q.T., and here is my friend Utku. Let's start when you are ready!"
14.063044786453247,"Look at this! This is a map of Switzerland. You see many mountains, and in all of  the mountains there is gold! You also see buildings, but they are not important."
31.092193603515625,"In this game, we have to build a railway network to help the miners go from any mine to any other. Our goal is to spend as little money as possible to build the railways."
46.34547448158264,"Before we play together, let's see how to interact with the game. You see here two gold mines, with a possible connection between them, shown as a gray track."
61.40197563171387,"Let's connect these two gold mines to each other, so that the miners can travel between them. For this, click on one mine, and go to the other without releasing!"
81.46408724784851,"This railway costs 3 francs! In this game we consider the costs of the tracks: every time we build a track, it costs something. We want to spend as little as we can."
100.4940094947815,"Now, imagine you want to remove the connections and start connecting again from  scratch. For this, you can press the eraser button on the right. Try it!"
117.53103303909302,"Now, there is no connection between the mountains: miners can't go between them. Let's connect again, and when you are done, propose your connection by pressing the submit button!"
141.1143295764923,Perfect! You got a hold of it. We can begin!
150.89142751693726,"Now, let’s start the game! Go ahead and connect the gold mines to each other so that miners can go from any mine to any other by some path."
164.8803596496582,"Try to spend as little as possible to build the tracks. Please give it a try by yourself, later, we will do it together!"
285.2394802570343,"Okay, so, let's try to connect these different gold mines to help the miners go between them. Try to spend as few francs as you can. Give it a try!"
340.1439735889435,"So you are done with the second one. What about these gold mines? Let's connect  them as cheaply as possible, while miners can travel between them. Go ahead!"
413.4355673789978,"Okay, let's try for this one now. Please connect them while spending as little as possible. There is only one more to go before we do it together. Good luck!"
453.16790866851807,"So, for this final time, please connect these different mines as cheaply as you can, by yourself. Then, we will play together!"
489.0988600254059,"Now, we do it together! We need to connect the mines, so that miners can travel from any mine to any other. Our goal is to spend as few francs as possible to build tracks!"
506.64191818237305,"We have got only four attempts to find the cheapest connection, so let's try our best! When you think it is ready to be submitted, press submit: the system will give feedback."
525.7157242298126,"Let's start from Basel. Shall we go to Bern? Now, it is your turn. If you think we should connect them, agree with me by pressing the check. Otherwise, disagree with the cross!"
548.970427274704,"Great, you agree. Then, what should we pick next? Go ahead and suggest the connection we should pick, by clicking on a mine and dragging to another."
571.0843060016632,"Then, you think we should go from Interlaken to Zermatt."
580.5767521858215,"Okay, I think it is a good one too!"
589.3244981765747,"Then, shall we go from Zermatt to Montreux?"
600.6228427886963,Great to see that you agree. Now it is your turn: Make a guess! What do you think I will do now?
617.5862004756927,"I see, you think I would connect Montreux to Neuchatel."
626.8807637691498,"Okay, I think it is a good one too!"
635.6033022403717,"Then, shall we go from Neuchatel to Interlaken?"
653.4146797657013,"Okay, you disagree, then you don't think it is a good connection. Now, make a guess! What do you think I will do now?"
671.2307374477386,"I see, you think I would connect Zurich to Luzern."
680.7546784877777,"Definitely, that's a good choice!"
689.2728669643402,"Then, shall we go from Luzern to Bern?"
698.4022541046143,Great to see that you agree. Now it is your turn: Make a guess! What do you think I will do now?
724.6087493896484,"I see, you think I would connect Gallen to Davos."
734.2011258602142,"Very well, let's connect them."
742.738420009613,Let's pick Davos to Luzern.
764.9632155895233,"Okay, you disagree, then you don't think it is a good connection. Now, make a guess! What do you think I will do now?"
781.1078732013702,"I see that you think we are done, and you want to submit."
786.2449269294739,"Oh, the system checked our connection: it seems we can spend less!"
793.7839584350586,Let's try again!
805.8891289234161,"I see, you want to connect Zurich to Luzern."
815.3216955661774,"Okay, I think it is a good one too!"
824.0270047187805,Let's pick Luzern to Bern.
838.9030866622925,"Oh, you don't think so. Then, what shall we do?"
850.0673725605011,"Hmm, you would like to go from Gallen to Davos!"
859.118438243866,"Okay, I think it is a good one too!"
867.6444056034088,Let's pick Davos to Luzern.
879.0703639984131,Great to see that you agree. Now it is your turn: Make a guess! What do you think I will do now?
898.1168160438538,"Hmm, you believe I would like to go from Interlaken to Zermatt!"
908.0743174552917,"Very well, let's connect them."
916.3976049423218,"Umm, what about from Zermatt to Montreux?"
924.7619807720184,Great to see that you agree. Now it is your turn: Make a guess! What do you think I will do now?
941.7342364788055,"Hmm, you believe I would like to go from Montreux to Neuchatel!"
951.283885717392,"Okay, I think it is a good one too!"
959.9862084388733,Let's pick Neuchatel to Interlaken.
972.7765998840332,"I see you do not agree. Then, what is best to do now?"
985.4417698383331,"Then, you think we should go from Luzern to Zermatt."
994.4731993675232,I disagree with you! Shouldn't we go from Luzern to Bern instead?
1008.4934811592102,"Great, You agree with me! Then, its your turn, which mines should we connect?"
1029.2954349517822,"I see, you want to connect Bern to Basel."
1037.884221315384,"Definitely, that's a good choice!"
1046.4494960308075,"Umm, what about from Basel to Neuchatel?"
1059.7692720890045,"Okay, you disagree, then you don't think it is a good connection. Then, what do you think we should do?"
1075.41419506073,"I see, you want to connect Luzern to Zermatt."
1084.5805232524872,"Very well, let's connect them."
1092.9260745048523,Let's pick Zermatt to Davos.
1102.5871226787567,"I see you do not agree. Then, what is best to do now?"
1113.142126083374,"Okay, then you think this is the cheapest possible, and you want to submit."
1120.1048140525818,Perfect! Congratulations! We connected them while spending as little as possible!
1133.6906135082245,"Now we play again, this time for different connections! Our goal is the same: connecting them while spending as little as we can."
1146.443591594696,Let me start.
1151.1920824050903,Let's start from Zermatt. Shall we go to Luzern?
1165.319058418274,"Great, You agree with me! Then, its your turn, which mines should we connect?"
1175.9141097068787,"Oh I see you want to start connecting again. Okay, please go ahead!"
1187.668086528778,"Then, you think we should go from Gallen to Davos."
1196.638266324997,I don't think so! I think we should rather pick Gallen to Basel.
1208.4214963912964,"Great! You agree! Now, you go: which ones should we connect?"
1229.5359065532684,"Then, you think we should go from Basel to Zurich."
1238.4014904499054,"Okay, I think it is a good one too!"
1247.131652355194,"Then, shall we go from Zurich to Davos?"
1263.6740233898163,"Okay, you don't think so. Please guess: What do you think I will do now?"
1282.8136348724365,"Then, you think I want to go from Bern to Interlaken."
1292.2749419212341,"Okay, I think it is a good one too!"
1301.2127244472504,"Umm, what about from Interlaken to Luzern?"
1312.9019095897675,"Oh, you don't think so. Then, what shall we do?"
1323.8016245365143,"Hmm, you would like to go from Neuchatel to Montreux!"
1333.2579879760742,I agree with you!
1340.1340169906616,"Umm, what about from Montreux to Interlaken?"
1352.1431567668915,Great to see that you agree. Now it is your turn: Make a guess! What do you think I will do now?
1370.7080912590027,"I see, you think I would connect Gallen to Davos."
1380.148229598999,"Okay, I think it is a good one too!"
1388.8534133434296,"Umm, what about from Davos to Zurich?"
1399.937937259674,"I see you do not agree. Then, what is best to do now?"
1414.5022823810577,"I see that you think we are done, and you want to submit."
1419.7017931938171,"Oh, the system checked our connection: it seems we can spend less!"
1427.4505972862244,Let's try again!
1474.1612372398376,"Hmm, you would like to go from Neuchatel to Montreux!"
1483.5887851715088,I agree!
1490.0853509902954,"Umm, what about from Montreux to Interlaken?"
1511.6898066997528,"Okay, you disagree, then you don't think it is a good connection. Now, make a guess! What do you think I will do now?"
1542.862869977951,"Hmm, you believe I would like to go from Bern to Interlaken!"
1553.2152981758118,I agree!
1559.71186876297,"Then, shall we go from Interlaken to Luzern?"
1573.8897869586945,"Okay, you don't think so. What would you like to do, then?"
