Time,header.seq,header.frame_id,x,y,dx,dy,left,right
0.0,1,init,778,799,0,0,True,False
8.753948450088501,2,start,1212,729,0,0,True,False
24.816672801971436,3,start,997,1080,0,0,True,False
65.46961736679077,4,start,1116,525,0,0,True,False
128.90637826919556,5,indiv-illustrate,1007,590,0,0,True,False
169.27615976333618,6,indiv-illustrate,1723,556,0,0,True,False
187.29853224754333,7,indiv-illustrate,1123,616,0,0,True,False
193.0652174949646,8,indiv-illustrate,1704,879,0,0,True,False
202.64392614364624,9,indiv-illustrate,1407,593,0,0,True,False
229.53677654266357,10,pretest-1,574,401,0,0,True,False
233.07621383666992,11,pretest-1,693,578,0,0,True,False
236.48631024360657,12,pretest-1,666,564,0,0,True,False
238.94184160232544,13,pretest-1,421,653,0,0,True,False
241.8527102470398,14,pretest-1,434,655,0,0,True,False
244.54194831848145,15,pretest-1,451,652,0,0,True,False
248.36616492271423,16,pretest-1,662,880,0,0,True,False
255.42358255386353,17,pretest-1,411,651,0,0,True,False
259.0277750492096,18,pretest-1,829,703,0,0,True,False
261.72743344306946,19,pretest-1,647,564,0,0,True,False
271.7851572036743,20,pretest-1,641,629,0,0,True,False
274.6485342979431,21,pretest-1,756,706,0,0,True,False
276.47975897789,22,pretest-1,1673,562,0,0,True,False
281.4345631599426,23,pretest-1,560,383,0,0,True,False
284.31908798217773,24,pretest-1,455,648,0,0,True,False
287.7137928009033,25,pretest-1,710,562,0,0,True,False
290.37079310417175,26,pretest-1,1010,486,0,0,True,False
307.76399183273315,27,pretest-1,863,711,0,0,True,False
307.7990539073944,28,pretest-1,869,701,0,0,True,False
312.9828896522522,29,pretest-1,1086,605,0,0,True,False
313.04296112060547,30,pretest-1,845,727,0,0,True,False
313.0638680458069,31,pretest-1,1074,595,0,0,True,False
313.09987926483154,32,pretest-1,1070,605,0,0,True,False
313.2089810371399,33,pretest-1,1019,474,0,0,True,False
322.5596556663513,34,pretest-1,851,720,0,0,True,False
329.3133075237274,35,pretest-1,1764,852,0,0,True,False
