Time,data
1623227589.5728934,QT/hi
1623227609.7195904,QT/show_tablet
1623227642.4868622,QT/show_tablet
1623227678.6769412,QT/show_tablet
1623227695.0222933,QT/happy
1623227713.2506385,epfl/justhink/point_front_head_forward
1623227715.8627715,QT/yes
1623227748.0111604,QT/thanks
1623227758.0239837,QT/show_tablet
1623227772.2132874,epfl/justhink/point_front_head_forward
1623227846.626615,QT/curious
1623227861.730242,QT/strong
1623227909.6512144,epfl/justhink/point_front_head_forward
1623227925.8340049,QT/challenge
1623227969.1938975,QT/yes
1623227985.432589,QT/curious
1623228040.3664906,QT/curious
1623228102.706611,QT/show_tablet
1623228137.0577965,epfl/justhink/show_QT_head_down
1623228240.7662108,QT/point_front
1623228254.0056279,QT/point_front
1623228279.7031584,QT/point_front
1623228319.4110684,QT/point_front
1623228337.5997632,QT/point_front
1623228358.3343558,QT/point_front
1623228394.2761257,epfl/justhink/show_QT_head_down
1623228403.8310068,epfl/justhink/point_front_head_forward
1623228416.7805212,QT/happy
1623228431.701016,QT/yawn
1623228433.7589731,QT/happy
1623228461.9963434,epfl/justhink/show_QT_head_down
1623228471.6206472,epfl/justhink/point_front_head_forward
1623228480.665413,QT/happy
1623228495.3894246,QT/yawn
1623228509.741454,QT/so
1623228518.8028166,QT/yes
1623228525.0820463,QT/so
1623228529.2027977,epfl/justhink/show_QT_head_down
1623228535.928181,epfl/justhink/point_front_head_forward
1623228546.2284849,QT/sad
1623228584.9867082,QT/so
1623228594.282583,QT/no
1623228604.7423322,QT/so
1623228614.3495667,QT/happy
1623228624.4126952,QT/yawn
1623228634.3079743,QT/so
1623228643.4713233,QT/no
1623228667.66351,QT/happy
1623228678.0712378,QT/yawn
1623228684.7554464,QT/so
1623228694.035978,QT/yes
1623228699.9746537,QT/so
1623228704.100028,epfl/justhink/show_QT_head_down
1623228710.214865,epfl/justhink/point_front_head_forward
1623228718.6617641,QT/sad
1623228745.0845566,QT/so
1623228754.8361998,QT/yes
1623228762.864579,epfl/justhink/show_QT_head_down
1623228769.812167,epfl/justhink/point_front_head_forward
1623228781.2567837,QT/sad
1623228799.320095,QT/so
1623228808.6920195,QT/yes
1623228814.868601,QT/so
1623228819.001478,epfl/justhink/show_QT_head_down
1623228826.1330864,epfl/justhink/point_front_head_forward
1623228835.6438954,QT/sad
1623228861.0332594,QT/so
1623228870.3604658,QT/yes
1623228879.2020795,epfl/justhink/show_QT_head_down
1623228886.9586368,epfl/justhink/point_front_head_forward
1623228899.5276363,QT/happy
1623228906.4257083,QT/yawn
1623228930.2828584,QT/so
1623228939.3612738,QT/yes
1623228948.2408416,epfl/justhink/show_QT_head_down
1623228955.5673456,epfl/justhink/point_front_head_forward
1623228964.1073425,QT/happy
1623228970.7337751,QT/yawn
1623228978.0686157,QT/so
1623228987.1158156,QT/yes
1623228993.250654,QT/so
1623228997.4209146,epfl/justhink/show_QT_head_down
1623229004.566214,epfl/justhink/point_front_head_forward
1623229009.826263,QT/happy
1623229016.7100961,QT/yawn
1623229025.980929,QT/rappel
1623229034.8043292,QT/yes
1623229044.6769402,epfl/justhink/show_QT_head_down
1623229052.4386218,epfl/justhink/point_front_head_forward
1623229058.4107208,QT/sad
