Time,data
1623415462.0561454,QT/happy
1623416102.2581193,QT/showing_smile
1623416146.6993303,QT/showing_smile
1623416155.9187472,QT/showing_smile
1623416201.9905365,QT/showing_smile
1623416211.4192529,QT/showing_smile
1623416251.3765526,QT/showing_smile
1623416286.5681932,QT/showing_smile
1623416294.9779587,QT/showing_smile
1623416341.2509332,QT/showing_smile
1623416350.6884038,QT/showing_smile
1623416387.5418303,QT/showing_smile
1623416395.74108,QT/showing_smile
1623416414.583276,QT/happy
1623416436.7237425,QT/showing_smile
1623416445.304873,QT/showing_smile
1623416456.5951054,QT/happy
1623416478.6848192,QT/showing_smile
1623416487.7014897,QT/showing_smile
1623416592.3552496,QT/showing_smile
1623416619.3815682,QT/showing_smile
1623416628.1977339,QT/showing_smile
1623416639.052785,QT/happy
1623416668.5265243,QT/showing_smile
1623416677.7518666,QT/showing_smile
1623416725.060239,QT/happy
1623416750.663974,QT/showing_smile
1623416758.4469063,QT/showing_smile
1623416789.2792034,QT/happy
1623416809.852664,QT/showing_smile
1623416849.0621448,QT/showing_smile
1623416858.2030866,QT/showing_smile
1623416870.019416,QT/happy
1623416889.7447157,QT/showing_smile
1623416898.5312266,QT/showing_smile
1623417442.915082,QT/sad
1623417442.9561744,QT/kiss
