Time,data
0.0,QT/happy
640.202056646347,QT/showing_smile
684.6425657272339,QT/showing_smile
693.8625345230103,QT/showing_smile
739.9342310428619,QT/showing_smile
749.3625340461731,QT/showing_smile
789.3202476501465,QT/showing_smile
824.5119006633759,QT/showing_smile
832.9216735363007,QT/showing_smile
879.1944534778595,QT/showing_smile
888.6324653625488,QT/showing_smile
925.4855659008026,QT/showing_smile
933.6846747398376,QT/showing_smile
952.5271654129028,QT/happy
974.6675503253937,QT/showing_smile
983.2481796741486,QT/showing_smile
994.5385589599609,QT/happy
1016.6286072731018,QT/showing_smile
1025.6452052593231,QT/showing_smile
1130.298994064331,QT/showing_smile
1157.3252799510956,QT/showing_smile
1166.1413536071777,QT/showing_smile
1176.996499300003,QT/happy
1206.4704866409302,QT/showing_smile
1215.6956119537354,QT/showing_smile
1263.0041947364807,QT/happy
1288.6076228618622,QT/showing_smile
1296.39075756073,QT/showing_smile
1327.2225873470306,QT/happy
1347.7964990139008,QT/showing_smile
1387.005840063095,QT/showing_smile
1396.1467781066895,QT/showing_smile
1407.9633767604828,QT/happy
1427.6885042190552,QT/showing_smile
1436.4749686717987,QT/showing_smile
1980.8587238788605,QT/sad
1980.8998737335205,QT/kiss
