Time,header.seq,header.frame_id,x,y,dx,dy,left,right
0.0,1,init,1243,910,0,0,True,False
35.119083881378174,2,start,891,548,0,0,True,False
42.33443784713745,3,intro,1142,1067,0,0,True,False
83.99262189865112,1,start,1451,1080,0,0,True,False
84.6695384979248,2,start,1464,1068,0,0,True,False
265.79432678222656,3,start,1169,565,0,0,True,False
332.2170433998108,4,indiv-illustrate,1439,512,0,0,True,False
346.9794292449951,5,indiv-illustrate,1106,609,0,0,True,False
382.19000220298767,6,indiv-illustrate,1732,517,0,0,True,False
410.49005222320557,7,indiv-illustrate,1135,606,0,0,True,False
412.11299991607666,8,indiv-illustrate,1749,864,0,0,True,False
457.05127334594727,9,pretest-1,979,471,0,0,True,False
466.0295503139496,10,pretest-1,705,568,0,0,True,False
479.1237540245056,11,pretest-1,470,637,0,0,True,False
490.9098103046417,12,pretest-1,450,669,0,0,True,False
505.3484101295471,13,pretest-1,1050,502,0,0,True,False
512.0762724876404,14,pretest-1,738,857,0,0,True,False
516.7657570838928,15,pretest-1,920,690,0,0,True,False
518.2682673931122,16,pretest-1,1650,883,0,0,True,False
520.352397441864,17,pretest-1,832,497,0,0,True,False
550.5929992198944,18,pretest-2,911,820,0,0,True,False
556.1220481395721,19,pretest-2,1346,860,0,0,True,False
561.987363576889,20,pretest-2,879,841,0,0,True,False
569.6282575130463,21,pretest-2,1434,600,0,0,True,False
579.5068991184235,22,pretest-2,883,810,0,0,True,False
587.7751140594482,23,pretest-2,1214,364,0,0,True,False
590.7007360458374,24,pretest-2,1212,703,0,0,True,False
595.6420886516571,25,pretest-2,1098,610,0,0,True,False
597.0199143886566,26,pretest-2,1138,604,0,0,False,True
598.2756395339966,27,pretest-2,1055,579,0,0,True,False
601.6058225631714,28,pretest-2,1050,559,0,0,True,False
603.604484796524,29,pretest-2,1708,507,0,0,True,False
613.0585958957672,30,pretest-2,880,866,0,0,True,False
617.6769981384277,31,pretest-2,1342,859,0,0,True,False
620.5785229206085,32,pretest-2,1472,590,0,0,True,False
627.9625413417816,33,pretest-2,1251,382,0,0,True,False
648.6600499153137,34,pretest-2,1097,491,0,0,True,False
648.6977958679199,35,pretest-2,887,595,0,0,True,False
648.7283828258514,36,pretest-2,868,586,0,0,True,False
648.7694699764252,37,pretest-2,1073,550,0,0,True,False
648.8126938343048,38,pretest-2,845,629,0,0,True,False
648.8816394805908,39,pretest-2,858,753,0,0,True,False
654.0204393863678,40,pretest-2,1055,521,0,0,True,False
658.1804752349854,41,pretest-2,1095,345,0,0,True,False
659.0040097236633,42,pretest-2,1088,484,0,0,True,False
662.6761572360992,43,pretest-2,1047,572,0,0,True,False
663.0104625225067,44,pretest-2,1047,573,0,0,True,False
666.8334105014801,45,pretest-2,880,602,0,0,True,False
670.4107723236084,46,pretest-2,855,615,0,0,True,False
674.1419274806976,47,pretest-2,827,627,0,0,True,False
680.6180009841919,48,pretest-2,1053,536,0,0,True,False
683.0529251098633,49,pretest-2,1701,563,0,0,True,False
694.8267052173615,50,pretest-2,838,843,0,0,True,False
694.8661069869995,51,pretest-2,1352,842,0,0,True,False
694.8947215080261,52,pretest-2,870,822,0,0,True,False
694.9217913150787,53,pretest-2,1341,871,0,0,True,False
694.9596843719482,54,pretest-2,1082,854,0,0,True,False
701.0965354442596,55,pretest-2,1434,604,0,0,True,False
715.5835843086243,56,pretest-2,1227,369,0,0,True,False
718.4925172328949,57,pretest-2,1036,531,0,0,True,False
725.4049589633942,58,pretest-2,1449,577,0,0,True,False
732.497748374939,59,pretest-2,843,799,0,0,True,False
734.2564578056335,60,pretest-2,1658,884,0,0,True,False
735.9738259315491,61,pretest-2,781,486,0,0,True,False
772.2881758213043,62,pretest-3,555,479,0,0,True,False
778.4583759307861,63,pretest-3,467,494,0,0,True,False
783.9591810703278,64,pretest-3,1069,684,0,0,True,False
800.5736842155457,65,pretest-3,775,535,0,0,True,False
807.4604074954987,66,pretest-3,817,554,0,0,True,False
817.1188719272614,67,pretest-3,586,695,0,0,True,False
820.5255563259125,68,pretest-3,777,880,0,0,True,False
823.6994903087616,69,pretest-3,458,497,0,0,True,False
831.0425698757172,70,pretest-3,1713,850,0,0,True,False
833.0274226665497,71,pretest-3,810,542,0,0,True,False
857.7724463939667,72,pretest-4,1379,842,0,0,True,False
863.0696806907654,73,pretest-4,1017,854,0,0,True,False
873.2110211849213,74,pretest-4,928,868,0,0,True,False
882.0253489017487,75,pretest-4,799,611,0,0,True,False
885.198077917099,76,pretest-4,1258,537,0,0,True,False
887.0955331325531,77,pretest-4,1462,647,0,0,True,False
889.5620641708374,78,pretest-4,1090,425,0,0,True,False
899.323400259018,79,pretest-4,1751,861,0,0,True,False
901.00559258461,80,pretest-4,849,527,0,0,True,False
918.031174659729,81,pretest-5,1091,303,0,0,True,False
920.0514693260193,82,pretest-5,1447,431,0,0,True,False
922.6930541992188,83,pretest-5,1189,579,0,0,True,False
929.4497485160828,84,pretest-5,1339,725,0,0,True,False
931.3157317638397,85,pretest-5,977,805,0,0,True,False
933.0996673107147,86,pretest-5,591,833,0,0,True,False
944.7936580181122,87,pretest-5,1677,860,0,0,True,False
946.3272893428802,88,pretest-5,739,509,0,0,True,False
1021.5643420219421,89,collab-activity,1580,125,0,0,True,False
1036.7579896450043,90,collab-activity,1021,887,0,0,True,False
1091.6168630123138,91,collab-activity,1459,521,0,0,True,False
1130.4385590553284,92,collab-activity,1049,446,0,0,True,False
1137.385081768036,93,collab-activity,1060,446,0,0,True,False
1176.5652420520782,94,collab-activity,1005,451,0,0,True,False
1232.6977565288544,95,collab-activity,442,666,0,0,True,False
1272.6779398918152,96,collab-activity,1078,616,0,0,True,False
1277.9662795066833,97,collab-activity,1044,440,0,0,True,False
1326.543264389038,98,collab-activity,864,712,0,0,True,False
1361.4055693149567,99,collab-activity,1371,850,0,0,True,False
1366.5346417427063,100,collab-activity,1348,864,0,0,True,False
1369.1934790611267,101,collab-activity,1069,885,0,0,True,False
1509.1623165607452,102,collab-activity-2,1492,573,0,0,True,False
1511.4315474033356,103,collab-activity-2,1365,861,0,0,True,False
1558.222978591919,104,collab-activity-2,874,393,0,0,True,False
1641.096577167511,105,collab-activity-2,916,833,0,0,True,False
1696.243014574051,106,collab-activity-2,1175,435,0,0,True,False
1714.8792626857758,107,collab-activity-2,1501,217,0,0,True,False
1738.0911679267883,108,collab-activity-2,488,748,0,0,True,False
1779.9326391220093,109,collab-activity-2,1091,504,0,0,True,False
1907.9575164318085,1,init,1149,700,0,0,True,False
1922.575271844864,2,posttest-1,1274,930,0,0,True,False
1923.0079793930054,3,posttest-1,1243,871,0,0,True,False
1948.7018220424652,4,posttest-1,582,382,0,0,True,False
1952.8484137058258,5,posttest-1,1067,508,0,0,True,False
1958.0444707870483,6,posttest-1,599,386,0,0,True,False
1978.0133044719696,7,posttest-1,476,577,0,0,True,False
2007.1466779708862,8,posttest-1,1077,586,0,0,True,False
2007.216886997223,9,posttest-1,1013,582,0,0,True,False
2018.9314668178558,10,posttest-1,526,410,0,0,True,False
2021.6367228031158,11,posttest-1,439,623,0,0,True,False
2035.6053006649017,12,posttest-1,869,699,0,0,True,False
2038.7546968460083,13,posttest-1,719,899,0,0,True,False
