Time,header.seq,header.frame_id,symbol,modifiers
0.0,1,init,65507,0
33.864516258239746,2,init,65507,0
34.39781355857849,3,init,65363,2
36.2431104183197,4,start,65507,0
36.34017205238342,5,start,65505,2
36.50664472579956,6,start,112,3
37.70336174964905,7,start,65507,0
38.55739879608154,8,start,65507,0
42.02211952209473,9,intro,65507,0
47.94907999038696,10,intro,65507,0
48.3314790725708,11,intro,65307,2
79.76685500144958,1,init,65507,0
80.477041721344,2,init,65363,2
81.58690619468689,3,start,65507,0
81.6811363697052,4,start,65505,2
82.04666352272034,5,start,112,3
83.51748490333557,6,start,65507,0
1218.4093487262726,7,collab-activity,1095216660480,0
1219.0063757896423,8,collab-activity,1095216660480,0
1219.2054331302643,9,collab-activity,1095216660480,0
1219.5912144184113,10,collab-activity,1095216660480,0
1219.8934168815613,11,collab-activity,1095216660480,0
1869.6898410320282,12,posttest-1,65507,0
1869.9341719150543,13,posttest-1,65505,2
1871.1084470748901,14,posttest-1,98784247808,3
1872.4833271503448,15,posttest-1,65507,0
1872.5426070690155,16,posttest-1,65505,2
1872.6726343631744,17,posttest-1,98784247808,3
1881.475872039795,18,posttest-1,65507,0
1885.496289730072,19,posttest-1,65513,0
1894.7822444438934,20,posttest-1,65507,0
1894.8319990634918,21,posttest-1,65307,2
1912.3053169250488,1,init,65507,0
1912.422290802002,2,init,65505,2
1913.2121868133545,3,init,65363,3
1913.472229719162,4,start,65363,3
1913.7156603336334,5,intro,65363,3
1913.9908108711243,6,indiv-illustrate,65363,3
1914.3874099254608,7,pretest-1,65363,3
1914.721301317215,8,pretest-2,65363,3
1915.1082034111023,9,pretest-3,65363,3
1915.470004081726,10,pretest-4,65363,3
1915.9780843257904,11,pretest-5,65363,3
1916.5708072185516,12,collab-activity,65363,3
1917.5778503417969,13,collab-activity-2,65363,3
1919.6231043338776,14,posttest-1,65513,0
1927.1892313957214,15,posttest-1,65507,0
1927.2916464805603,16,posttest-1,65505,2
1927.6894538402557,17,posttest-1,112,3
2890.468509912491,18,debriefing,65507,0
2890.704558134079,19,debriefing,65307,2
