Time,agent_name,type,edge.u,edge.v
0.0,robot,0,0,3
44.45270848274231,robot,0,1,2
53.663374185562134,robot,0,2,3
99.73973393440247,robot,0,8,9
109.16430568695068,robot,0,9,1
149.13472628593445,robot,0,9,1
184.31898260116577,robot,0,6,4
192.72766947746277,robot,0,4,5
238.99547505378723,robot,0,6,7
248.45951581001282,robot,0,7,5
285.2951457500458,robot,0,9,4
293.4840683937073,robot,0,4,5
334.48599648475647,robot,0,1,3
343.04648518562317,robot,0,3,0
376.42919397354126,robot,0,8,2
385.44653129577637,robot,0,2,3
490.10982060432434,robot,0,0,3
517.124858379364,robot,0,7,6
525.947829246521,robot,0,6,4
566.2799553871155,robot,0,1,2
575.5104486942291,robot,0,2,3
648.4295876026154,robot,0,5,4
656.196519613266,robot,0,4,1
707.6060812473297,robot,0,3,1
746.8111686706543,robot,0,1,9
755.9648184776306,robot,0,9,8
787.4853436946869,robot,0,0,3
796.2730538845062,robot,0,3,1
