Time,agent_name,type,edge.u,edge.v
0.0,robot,0,0,3
41.58650231361389,robot,0,2,1
53.047728061676025,robot,0,2,3
91.95107674598694,robot,0,7,6
103.62562680244446,robot,0,7,5
145.61143708229065,robot,0,6,4
157.08438658714294,robot,0,6,5
193.95790433883667,robot,0,5,4
204.80258440971375,robot,0,5,7
237.55228519439697,robot,0,8,9
247.81476163864136,robot,0,8,2
286.1152184009552,robot,0,4,1
328.91256856918335,robot,0,1,3
359.6173906326294,robot,0,2,8
371.0798852443695,robot,0,2,9
414.34197664260864,robot,0,1,9
425.5745017528534,robot,0,1,5
464.68819069862366,robot,0,4,9
466.7306125164032,robot,3,0,0
473.1417770385742,robot,4,0,0
488.2513265609741,robot,0,4,5
525.5223898887634,robot,0,6,4
535.99591588974,robot,0,6,7
581.213684797287,robot,0,7,5
591.4782636165619,robot,0,7,0
625.4750542640686,robot,0,4,1
635.5223586559296,robot,0,4,9
667.0371806621552,robot,0,3,1
677.6852843761444,robot,0,3,0
720.4942560195923,robot,0,2,1
731.814106464386,robot,0,2,3
771.6913256645203,robot,0,2,3
806.0894026756287,robot,0,2,3
817.3619387149811,robot,0,2,8
862.6199736595154,robot,0,8,9
872.6685564517975,robot,0,8,2
912.5978391170502,robot,0,4,9
914.6831765174866,robot,3,0,0
924.7006347179413,robot,4,0,0
939.4275834560394,robot,0,4,5
973.0026433467865,robot,0,6,4
984.8933334350586,robot,0,6,7
1021.7631051540375,robot,0,7,5
1031.7897062301636,robot,0,7,0
1066.8182179927826,robot,0,0,3
1077.6881630420685,robot,0,0,2
1108.612288236618,robot,0,2,1
1119.854546546936,robot,0,2,3
1151.7872333526611,robot,0,3,1
1162.465558052063,robot,0,3,2
1203.828987121582,robot,0,9,8
1239.8538811206818,robot,0,1,9
1272.2266232967377,robot,0,1,4
1283.7014472484589,robot,0,1,5
1332.071784734726,robot,0,2,1
1343.29292678833,robot,0,2,3
1374.6188671588898,robot,0,9,8
1386.0965292453766,robot,0,9,1
1421.1082282066345,robot,0,7,6
1432.5865285396576,robot,0,7,5
1467.6306393146515,robot,0,6,4
1478.0499765872955,robot,0,6,5
1514.309970855713,robot,0,5,4
1525.7729406356812,robot,0,5,7
1555.6703760623932,robot,0,1,4
1567.1565461158752,robot,0,1,3
1607.4922878742218,robot,0,0,3
1618.6632070541382,robot,0,0,7
1677.5560002326965,robot,0,0,3
1716.8731088638306,robot,0,4,5
1753.5068380832672,robot,0,6,4
1796.1262922286987,robot,0,6,7
1806.9053883552551,robot,0,6,4
1842.416306734085,robot,0,9,8
1853.2512228488922,robot,0,9,1
1895.2230372428894,robot,0,1,2
1906.2985661029816,robot,0,1,3
1941.5166115760803,robot,0,4,6
1952.5920240879059,robot,0,4,1
1995.1828801631927,robot,0,3,2
2006.2501723766327,robot,0,3,1
2050.264036655426,robot,0,3,0
2061.323395252228,robot,0,3,1
2097.204474210739,robot,0,9,1
2107.4207768440247,robot,0,9,4
2170.0962221622467,robot,0,9,8
