Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,symbol,modifiers
1623235453.8150504,1,1623235453,814833164,init,65513,0
1623235684.0869436,2,1623235684,86756706,init,65507,0
1623235684.2080498,3,1623235684,207864522,init,65505,2
1623235684.9043193,4,1623235684,904022455,init,65363,3
1623235692.208597,5,1623235692,208344459,start,65507,0
1623235692.3029287,6,1623235692,302656650,start,65505,2
1623235693.1389,7,1623235693,138682603,intro,65361,3
1623235694.5703218,8,1623235694,569755315,indiv-illustrate,65361,3
1623235695.1289458,9,1623235695,128540515,intro,65361,3
1623235708.7091782,10,1623235708,708983182,start,65507,0
1623235708.8029585,11,1623235708,802834272,start,65505,2
1623235709.28533,12,1623235709,284509658,start,112,3
1623237575.7365055,13,1623237575,736333608,collab-activity-2,1095216660480,0
1623237576.3462927,14,1623237576,346020698,collab-activity-2,1095216660480,0
1623237577.0436268,15,1623237577,43413162,collab-activity-2,1095216660480,0
1623237577.3126853,16,1623237577,312493085,collab-activity-2,1095216660480,0
1623237577.535219,17,1623237577,534993886,collab-activity-2,1095216660480,0
1623237578.7522836,18,1623237578,751983165,collab-activity-2,1095216660480,0
1623237580.7561107,19,1623237580,755789995,collab-activity-2,1095216660480,0
1623237583.1199641,20,1623237583,119603395,collab-activity-2,1095216660480,0
1623237584.5545015,21,1623237584,554155588,collab-activity-2,1095216660480,0
1623237585.9917328,22,1623237585,991467714,collab-activity-2,1095216660480,0
1623237586.3140974,23,1623237586,313763856,collab-activity-2,1095216660480,0
1623237901.39329,24,1623237901,393091678,collab-activity-2,65505,0
1623237901.3934762,25,1623237901,393316030,collab-activity-2,65505,0
1623237902.2544575,26,1623237902,254088163,collab-activity-2,65363,0
1623237902.3521087,27,1623237902,351885795,collab-activity-2,65363,0
1623237902.5542047,28,1623237902,553790569,collab-activity-2,65363,0
1623237902.7398443,29,1623237902,739609956,collab-activity-2,65363,0
1623237902.8840759,30,1623237902,883837223,collab-activity-2,65363,0
1623237903.3777118,31,1623237903,377423763,collab-activity-2,65363,0
1623237903.5342116,32,1623237903,533955335,collab-activity-2,65361,0
1623237903.956484,33,1623237903,956203699,collab-activity-2,65364,0
1623237904.2284431,34,1623237904,228157758,collab-activity-2,65362,0
1623237904.7117107,35,1623237904,711466789,collab-activity-2,65363,0
1623237904.8981981,36,1623237904,897938013,collab-activity-2,65361,0
1623237905.1039102,37,1623237905,103663444,collab-activity-2,65362,0
1623237905.5370471,38,1623237905,536855697,collab-activity-2,65364,0
1623237906.4623678,39,1623237906,462041854,collab-activity-2,65363,0
1623237906.6105103,40,1623237906,610277652,collab-activity-2,65361,0
1623237907.2018936,41,1623237907,201672554,collab-activity-2,65364,0
1623237907.3899658,42,1623237907,389756917,collab-activity-2,65362,0
1623238094.2546408,43,1623238094,254332065,collab-activity-2,65507,0
1623238094.3717206,44,1623238094,371394634,collab-activity-2,65505,2
1623238095.1860538,45,1623238095,185761690,collab-activity-2,65505,2
1623238095.284735,46,1623238095,284421205,collab-activity-2,65363,3
1623238097.0730119,47,1623238097,71885347,posttest-1,112,3
1623238796.7697508,48,1623238796,769371032,debriefing,65507,0
1623238796.8854432,49,1623238796,885059833,debriefing,65505,2
1623238796.974862,50,1623238796,974421977,debriefing,65361,3
1623238800.098998,51,1623238800,98733663,posttest-5,65507,0
1623238800.2208235,52,1623238800,220527887,posttest-5,65505,2
1623238800.4674532,53,1623238800,466960668,posttest-5,65361,3
1623238804.4658325,54,1623238804,465258598,posttest-4,65507,0
1623238804.6201146,55,1623238804,619827508,posttest-4,65505,2
1623238805.1289964,56,1623238805,128627061,posttest-4,65361,3
1623238806.515581,57,1623238806,515226125,posttest-3,65361,3
1623238831.8184943,58,1623238831,818123579,posttest-2,65507,0
1623238832.2144306,59,1623238832,214003801,posttest-2,65507,0
1623238832.2848563,60,1623238832,284364461,posttest-2,65505,2
1623238832.4001036,61,1623238832,399660348,posttest-2,65361,3
1623238833.207347,62,1623238833,207140207,posttest-1,65361,3
1623238833.9948294,63,1623238833,994568586,collab-activity-2,65361,3
1623238834.4699035,64,1623238834,469608783,collab-activity,65361,3
1623238835.1183584,65,1623238835,117817401,pretest-5,65361,3
1623238836.1924412,66,1623238836,191982746,pretest-4,65361,3
1623238837.685252,67,1623238837,684756278,pretest-3,65361,3
1623238854.2697415,68,1623238854,269230842,pretest-2,65507,0
1623238856.4092553,69,1623238856,408991575,pretest-2,65507,0
1623238856.56439,70,1623238856,564032554,pretest-2,65505,2
1623238856.686743,71,1623238856,686371803,pretest-2,65363,3
1623238860.6651645,72,1623238860,664712667,pretest-3,65361,3
1623238861.834958,73,1623238861,834677934,pretest-2,65361,3
1623238862.4374428,74,1623238862,436467885,pretest-1,112,3
1623239047.9358199,75,1623239047,935508966,pretest-1,65507,0
1623239047.957432,76,1623239047,957010030,pretest-1,65363,2
1623239047.963024,77,1623239047,962806224,pretest-1,65505,2
1623239049.099434,78,1623239049,99113702,pretest-2,65507,0
1623239049.2005024,79,1623239049,200066804,pretest-2,65505,2
1623239049.2805839,80,1623239049,280227422,pretest-2,65361,3
1623239049.6370742,81,1623239049,636782407,pretest-2,65361,3
1623239050.3252523,82,1623239050,324930906,pretest-1,65361,3
1623239051.588301,83,1623239051,587570190,indiv-illustrate,65363,3
1623239052.0879812,84,1623239052,87671279,pretest-1,65363,3
1623239052.7069364,85,1623239052,706676721,pretest-2,65363,3
1623239055.7273085,86,1623239055,726643562,pretest-3,65507,0
1623239055.8046744,87,1623239055,804151773,pretest-3,65505,2
1623239055.896391,88,1623239055,895995378,pretest-3,65361,3
1623239056.960803,89,1623239056,958857297,pretest-2,65507,0
1623239126.955875,90,1623239126,955383539,pretest-2,65507,0
1623239127.0434818,91,1623239127,43076515,pretest-2,65505,2
1623239127.2298915,92,1623239127,229218006,pretest-2,65363,3
