Time,data
1623235832.8439338,QT/happy
1623236280.3349671,QT/showing_smile
1623236299.1822705,QT/happy
1623236320.0643885,QT/showing_smile
1623236329.0988433,QT/showing_smile
1623236346.2909505,QT/happy
1623236366.3506403,QT/showing_smile
1623236375.7820837,QT/showing_smile
1623236420.009247,QT/showing_smile
1623236428.6164057,QT/showing_smile
1623236443.7675118,QT/happy
1623236473.462413,QT/showing_smile
1623236481.9705267,QT/showing_smile
1623236554.7693229,QT/showing_smile
1623236562.5487447,QT/showing_smile
1623236598.3919537,QT/showing_smile
1623236606.793862,QT/showing_smile
1623236624.6055715,QT/happy
1623236647.140834,QT/showing_smile
1623236655.9415095,QT/showing_smile
1623236670.2990444,QT/happy
1623236690.7469676,QT/showing_smile
1623236699.155738,QT/showing_smile
1623236736.6440754,QT/showing_smile
1623236752.1986573,QT/happy
1623236777.1740072,QT/showing_smile
1623236786.1928341,QT/showing_smile
1623236823.6829896,QT/showing_smile
1623236831.86569,QT/showing_smile
1623236892.99847,QT/showing_smile
1623236909.0744348,QT/happy
1623236938.804178,QT/showing_smile
1623236952.2993267,QT/happy
1623236977.8832533,QT/showing_smile
1623236987.3095658,QT/showing_smile
1623237031.958491,QT/showing_smile
1623237041.3987525,QT/showing_smile
1623237070.8734734,QT/showing_smile
1623237080.294904,QT/showing_smile
1623237097.9046357,QT/happy
1623237119.602983,QT/showing_smile
1623237128.6223013,QT/showing_smile
1623237220.7979631,QT/showing_smile
1623237230.4180806,QT/showing_smile
1623237290.4213107,QT/showing_smile
1623237299.8865557,QT/showing_smile
1623237344.4760542,QT/showing_smile
1623237362.3076034,QT/happy
1623237384.8428726,QT/showing_smile
1623237393.639943,QT/showing_smile
1623237452.023441,QT/showing_smile
1623237485.8131778,QT/showing_smile
1623237495.0136697,QT/showing_smile
1623237531.670536,QT/showing_smile
1623237540.4787445,QT/showing_smile
1623237612.1501043,QT/showing_smile
1623237621.5868366,QT/showing_smile
1623237660.9026828,QT/happy
1623237689.1747196,QT/showing_smile
1623237698.11388,QT/showing_smile
1623237772.5204163,QT/showing_smile
1623237780.9206173,QT/showing_smile
1623237794.640635,QT/happy
1623237811.6291966,QT/showing_smile
1623237820.8584113,QT/showing_smile
1623237874.9222815,QT/showing_smile
1623237883.12899,QT/showing_smile
1623237900.316572,QT/happy
1623237928.5859742,QT/showing_smile
1623237936.5712492,QT/showing_smile
1623237971.8023725,QT/showing_smile
1623237982.6493392,QT/happy
1623238003.7416356,QT/showing_smile
1623238011.7663412,QT/showing_smile
1623238030.163366,QT/happy
1623238049.0023081,QT/showing_smile
1623238058.4239695,QT/showing_smile
1623238239.0716796,QT/sad
1623238239.0952458,QT/kiss
