Time,header.seq,header.frame_id,symbol,modifiers
0.0,1,init,65507,0
3.7190330028533936,2,init,65507,0
4.20050573348999,3,init,65363,2
6.973556280136108,4,start,65507,0
7.100756883621216,5,start,65505,2
7.329334020614624,6,start,112,3
32.17248725891113,7,intro,65507,0
32.22950267791748,8,intro,65505,2
32.815741300582886,9,intro,65361,3
34.08422875404358,10,start,112,3
36.43889498710632,11,intro,65507,0
36.66732668876648,12,intro,65505,2
37.05748248100281,13,intro,65361,3
38.23341369628906,14,start,65361,3
39.09619498252869,15,init,65507,0
39.76417946815491,16,init,65363,2
44.22011947631836,17,start,65507,0
44.377179861068726,18,start,65505,2
44.79285717010498,19,start,65361,3
47.86231994628906,20,init,65362,0
56.81011748313904,21,init,65507,0
57.372679471969604,22,init,65363,2
2101.362393140793,23,collab-activity,65507,0
2102.4532322883606,24,collab-activity,65507,0
2104.4495770931244,25,collab-activity,65507,0
2104.7355167865753,26,collab-activity,65505,2
2114.774601459503,27,collab-activity,65363,3
2116.9436926841736,28,collab-activity-2,112,3
2728.581691980362,1,init,65507,0
2730.6864132881165,2,init,65363,3
2730.8249208927155,3,init,65363,3
2730.9436275959015,4,init,65363,3
2731.086963891983,5,init,65363,3
2731.181102991104,6,init,65363,3
2731.5302283763885,7,start,65363,3
2731.6429924964905,8,start,65363,3
2731.7839109897614,9,intro,65363,3
2731.8833153247833,10,indiv-illustrate,65363,3
2731.9964396953583,11,pretest-1,65363,3
2732.2909893989563,12,pretest-2,65363,3
2732.811430454254,13,pretest-3,65363,3
2733.265109062195,14,pretest-4,65363,3
2733.910835504532,15,pretest-5,65363,3
2735.792708873749,16,collab-activity,65363,3
2741.6888344287872,17,collab-activity-2,65507,0
2741.883418083191,18,collab-activity-2,65505,2
2743.5465800762177,19,collab-activity-2,112,3
3448.857753276825,20,collab-activity-2,65363,0
3473.5724716186523,21,collab-activity-2,65507,0
3494.0174689292908,22,collab-activity-2,65507,0
3524.5560426712036,23,collab-activity-2,65507,0
3524.745847463608,24,collab-activity-2,65505,2
3526.927364587784,25,collab-activity-2,65507,0
3529.092029094696,26,collab-activity-2,65507,0
3529.1755776405334,27,collab-activity-2,65505,2
3530.544355392456,28,collab-activity-2,65363,3
