Time,agent_name,type,edge.u,edge.v
0.0,robot,0,0,3
46.938454389572144,robot,0,5,4
56.14549493789673,robot,0,4,6
105.68397855758667,robot,0,7,6
177.36291027069092,robot,0,4,1
210.31470394134521,robot,0,1,2
218.34913420677185,robot,0,2,3
306.18775033950806,robot,0,8,9
315.5919806957245,robot,0,9,1
355.9465630054474,robot,0,2,8
358.000616312027,robot,3,0,0
362.9663243293762,robot,4,0,0
377.0504605770111,robot,0,8,9
420.0682969093323,robot,0,9,1
471.6562752723694,robot,0,2,1
480.2723069190979,robot,0,1,3
529.5387449264526,robot,0,0,3
538.4227814674377,robot,0,3,2
580.5985355377197,robot,0,1,4
589.8302874565125,robot,0,4,5
621.8026716709137,robot,0,5,7
629.9700706005096,robot,0,7,6
683.8200781345367,robot,0,6,4
692.0698161125183,robot,0,4,5
734.6066670417786,robot,0,7,6
743.0145473480225,robot,0,6,5
783.5671997070312,robot,0,4,1
792.5927782058716,robot,0,1,2
826.1705369949341,robot,0,3,1
835.8169157505035,robot,0,1,9
931.6363897323608,robot,0,0,3
940.2521817684174,robot,0,3,2
997.2112362384796,robot,0,8,9
1005.5817565917969,robot,0,9,1
1061.0857470035553,robot,0,6,4
1070.5059595108032,robot,0,4,5
1120.0541961193085,robot,0,5,7
1129.3633089065552,robot,0,7,6
1171.6748900413513,robot,0,2,1
1179.4554045200348,robot,0,1,3
1252.5698518753052,robot,0,0,3
1261.187151670456,robot,0,3,2
1291.074649810791,robot,0,4,9
1299.884819984436,robot,0,9,8
1368.6954703330994,robot,0,4,1
1377.906661272049,robot,0,1,9
1434.2608876228333,robot,0,0,3
1469.44589138031,robot,0,1,2
1526.7954325675964,robot,0,9,8
1536.2469568252563,robot,0,8,2
1569.6046931743622,robot,0,6,4
1618.152993440628,robot,0,6,7
1627.1606450080872,robot,0,7,5
1663.4142098426819,robot,0,4,5
1672.8204250335693,robot,0,5,7
1733.231141090393,robot,0,8,2
1742.9645886421204,robot,0,2,3
1790.1795132160187,robot,0,4,9
1798.2731111049652,robot,0,9,1
1857.1454985141754,robot,0,1,2
1865.5529482364655,robot,0,2,3
1907.1084542274475,robot,0,6,7
1915.3247256278992,robot,0,7,5
1955.8432295322418,robot,0,6,4
1965.0841047763824,robot,0,4,5
2061.1307945251465,robot,0,0,3
2103.9375615119934,robot,0,6,4
2135.6733932495117,robot,0,4,5
2145.103439092636,robot,0,5,7
2178.258811712265,robot,0,1,2
2186.8857975006104,robot,0,2,3
2215.0467250347137,robot,0,9,8
2223.3842034339905,robot,0,8,2
2264.290806531906,robot,0,2,3
2273.0969479084015,robot,0,3,1
2311.6131360530853,robot,0,3,1
2367.314998626709,robot,0,6,7
2376.522138118744,robot,0,7,5
2442.0939903259277,robot,0,4,5
2468.907966852188,robot,0,4,6
2477.9116156101227,robot,0,6,7
2513.5220823287964,robot,0,9,8
2523.3701677322388,robot,0,8,2
2576.1983664035797,robot,0,3,0
2584.1882421970367,robot,0,0,7
2625.9590051174164,robot,0,1,2
2634.3814833164215,robot,0,2,3
2677.9825665950775,robot,0,1,4
2686.2309737205505,robot,0,4,9
2722.4313788414,robot,0,5,7
2731.6534345149994,robot,0,7,0
