Time,header.seq,header.frame_id,x,y,dx,dy,left,right
0.0,1,init,1193,458,-2,0,True,False
5.817413330078125e-05,2,init,1174,455,-19,-3,True,False
0.0002334117889404297,3,init,1128,443,-46,-12,True,False
0.0003018379211425781,4,init,1086,431,-42,-12,True,False
0.0003685951232910156,5,init,1022,417,-64,-14,True,False
0.00039315223693847656,6,init,982,413,-40,-4,True,False
0.00040459632873535156,7,init,948,417,-34,4,True,False
0.0004115104675292969,8,init,926,429,-22,12,True,False
0.0004744529724121094,9,init,874,497,-52,68,True,False
0.0004892349243164062,10,init,866,517,-8,20,True,False
0.0005142688751220703,11,init,858,530,-8,13,True,False
0.006125688552856445,12,init,853,540,-5,10,True,False
0.013962745666503906,13,init,849,546,-4,6,True,False
0.0529932975769043,14,init,847,549,-2,3,True,False
0.05300426483154297,15,init,843,553,-4,4,True,False
0.053045034408569336,16,init,842,554,-1,1,True,False
0.053220272064208984,17,init,839,557,-3,3,True,False
0.05355238914489746,18,init,837,559,-2,2,True,False
0.0863656997680664,19,init,832,564,-5,5,True,False
0.08637619018554688,20,init,828,567,-4,3,True,False
0.08637785911560059,21,init,827,569,-1,2,True,False
0.08638691902160645,22,init,826,571,-1,2,True,False
0.10118341445922852,23,init,827,572,1,1,True,False
0.10119771957397461,24,init,830,575,3,3,True,False
0.10657215118408203,25,init,840,577,10,2,True,False
0.1363668441772461,26,init,858,583,18,6,True,False
0.13639426231384277,27,init,878,589,20,6,True,False
0.13652586936950684,28,init,910,599,32,10,True,False
0.13653564453125,29,init,938,607,28,8,True,False
0.14377045631408691,30,init,968,615,30,8,True,False
0.17778444290161133,31,init,978,619,10,4,True,False
0.17779827117919922,32,init,1004,628,26,9,True,False
0.1778714656829834,33,init,1030,636,26,8,True,False
0.1779007911682129,34,init,1054,644,24,8,True,False
0.17868375778198242,35,init,1070,648,16,4,True,False
0.18652844429016113,36,init,1091,652,21,4,True,False
0.22014999389648438,37,init,1107,654,16,2,True,False
0.22017359733581543,38,init,1111,654,4,0,True,False
0.2202770709991455,39,init,1128,654,17,0,True,False
0.22028899192810059,40,init,1139,654,11,0,True,False
0.25588107109069824,41,init,1148,651,9,-3,True,False
0.25607776641845703,42,init,1153,651,5,0,True,False
0.25612807273864746,43,init,1153,652,0,1,True,False
0.2561800479888916,44,init,1153,653,0,1,True,False
0.2562134265899658,45,init,1152,654,-1,1,True,False
0.26152515411376953,46,init,1152,655,0,1,True,False
0.268491268157959,47,init,1150,657,-2,2,True,False
0.3079650402069092,48,init,1148,657,-2,0,True,False
0.3079831600189209,49,init,1147,657,-1,0,True,False
0.30801963806152344,50,init,1147,655,0,-2,True,False
0.3080902099609375,51,init,1151,652,4,-3,True,False
0.3081238269805908,52,init,1152,652,1,0,True,False
0.3429605960845947,53,init,1156,650,4,-2,True,False
0.34299397468566895,54,init,1164,644,8,-6,True,False
0.3430016040802002,55,init,1172,638,8,-6,True,False
0.3430056571960449,56,init,1184,627,12,-11,True,False
0.34362363815307617,57,init,1197,618,13,-9,True,False
0.35111236572265625,58,init,1210,607,13,-11,True,False
0.38559985160827637,59,init,1232,589,22,-18,True,False
0.38561105728149414,60,init,1239,583,7,-6,True,False
0.3856210708618164,61,init,1243,581,4,-2,True,False
0.38563013076782227,62,init,1251,574,8,-7,True,False
