Time,agent_name,type,edge.u,edge.v
0.0,robot,0,0,3
84.57851099967957,robot,0,0,3
144.58728337287903,robot,0,6,4
154.01933097839355,robot,0,4,5
193.7425572872162,robot,0,7,6
203.0152621269226,robot,0,6,5
241.88285970687866,robot,0,9,8
250.89711618423462,robot,0,8,2
286.9274287223816,robot,0,2,1
294.7375557422638,robot,0,1,3
339.15205931663513,robot,0,4,1
377.6543366909027,robot,0,2,3
411.2271704673767,robot,0,1,3
557.8911259174347,robot,0,0,3
593.1045634746552,robot,0,1,9
625.8856875896454,robot,0,7,5
634.6812720298767,robot,0,5,3
706.9789805412292,robot,0,5,4
715.1830801963806,robot,0,4,6
745.4838535785675,robot,0,5,7
779.477413892746,robot,0,6,7
788.7028794288635,robot,0,7,5
817.3612971305847,robot,0,7,0
825.0582647323608,robot,0,0,3
857.508448600769,robot,0,3,1
883.5300171375275,robot,0,4,1
892.5379323959351,robot,0,1,2
922.6568360328674,robot,0,1,9
931.6478548049927,robot,0,9,8
961.3354558944702,robot,0,9,4
985.0926172733307,robot,0,3,2
993.9043242931366,robot,0,2,8
1042.0479290485382,robot,0,6,4
1051.2499883174896,robot,0,4,5
1079.3086693286896,robot,0,6,7
1088.5197277069092,robot,0,7,5
1112.8951361179352,robot,0,7,0
1121.5083572864532,robot,0,0,3
1151.7479231357574,robot,0,2,1
1177.395709991455,robot,0,1,9
1185.608178138733,robot,0,9,8
1212.1171045303345,robot,0,3,1
1221.2774074077606,robot,0,1,4
1280.0052893161774,robot,0,6,4
1308.0589694976807,robot,0,4,5
1317.705998659134,robot,0,5,7
1344.7328469753265,robot,0,4,1
1353.964781999588,robot,0,1,2
1385.2830033302307,robot,0,2,3
1409.0388708114624,robot,0,0,3
1418.2618248462677,robot,0,3,1
1443.4447515010834,robot,0,7,6
1452.8644998073578,robot,0,6,5
1479.2955169677734,robot,0,4,9
1488.0871987342834,robot,0,9,8
1515.7209558486938,robot,0,2,8
1517.7867987155914,robot,3,0,0
1522.7550213336945,robot,4,0,0
1537.6539964675903,robot,0,8,9
1580.6782867908478,robot,0,0,3
1607.8976349830627,robot,0,8,9
1616.5613033771515,robot,0,9,1
1644.3353679180145,robot,0,1,2
1653.7906351089478,robot,0,2,3
1681.8224654197693,robot,0,4,5
1690.0471024513245,robot,0,5,7
1719.1081914901733,robot,0,6,7
1728.5370128154755,robot,0,7,0
1756.390475511551,robot,0,6,4
1765.200443983078,robot,0,4,1
1790.8012433052063,robot,0,3,0
1800.0421977043152,robot,0,0,2
1850.99831032753,robot,0,4,5
1876.3805041313171,robot,0,6,7
1884.583416223526,robot,0,7,5
1914.503315448761,robot,0,4,6
1922.688863992691,robot,0,6,5
1949.305137872696,robot,0,4,1
1958.3454468250275,robot,0,1,2
1984.3257398605347,robot,0,9,8
1993.7474377155304,robot,0,8,2
2020.9872806072235,robot,0,9,1
2029.9986066818237,robot,0,1,3
2055.180900812149,robot,0,3,0
2064.23481464386,robot,0,0,7
