Time,header.seq,header.frame_id,symbol,modifiers
0.0,1,init,65507,0
0.26671719551086426,2,init,65307,2
88.0949935913086,1,init,65507,0
88.32664799690247,2,init,65363,2
702.2876822948456,3,collab-activity,65507,0
702.4737102985382,4,collab-activity,99,2
871.9155156612396,1,init,65507,0
872.0205833911896,2,init,65505,2
872.2727673053741,3,init,65363,3
872.6164824962616,4,start,65363,3
872.9081652164459,5,intro,65363,3
873.2702057361603,6,indiv-illustrate,65363,3
873.745965719223,7,pretest-1,65363,3
874.3839609622955,8,pretest-2,65363,3
875.2925806045532,9,pretest-3,65363,3
876.2635242938995,10,pretest-4,65363,3
877.0848917961121,11,pretest-5,65363,3
878.3736822605133,12,collab-activity,65513,0
893.3423426151276,13,collab-activity,65507,0
893.4432609081268,14,collab-activity,65505,2
893.6282026767731,15,collab-activity,112,3
944.6144368648529,1,init,65507,0
944.7321546077728,2,init,65507,0
944.8664357662201,3,init,65505,2
945.1084318161011,4,init,65363,3
945.3137676715851,5,start,65363,3
945.478880405426,6,intro,65363,3
945.6854240894318,7,indiv-illustrate,65363,3
946.098352432251,8,pretest-1,65363,3
946.5734808444977,9,pretest-2,65363,3
947.0200824737549,10,pretest-3,65363,3
947.7451570034027,11,pretest-4,65363,3
948.7266178131104,12,pretest-5,65363,3
951.2059881687164,13,collab-activity,65507,0
951.4493019580841,14,collab-activity,65513,0
961.0813581943512,15,collab-activity,65507,0
961.1315882205963,16,collab-activity,65505,2
961.3595824241638,17,collab-activity,112,3
2426.9462645053864,18,collab-activity,65507,0
2427.085285425186,19,collab-activity,65505,2
2432.0627245903015,20,collab-activity,65363,3
2433.6026277542114,21,collab-activity-2,112,3
3682.8210208415985,22,collab-activity-2,65507,0
3682.912088871002,23,collab-activity-2,65505,2
3683.3360435962677,24,collab-activity-2,65363,3
3684.5842986106873,25,posttest-1,112,3
3711.2538225650787,26,posttest-1,52,0
3712.9103875160217,27,posttest-1,52,0
3725.3838884830475,28,posttest-1,65507,0
3735.690201282501,29,posttest-1,65507,0
3735.7954506874084,30,posttest-1,65505,2
3736.118109226227,31,posttest-1,65363,3
3737.937348127365,32,posttest-2,112,3
3773.298695087433,33,posttest-2,65507,0
3773.3488314151764,34,posttest-2,65289,2
3775.2282440662384,35,posttest-2,65507,0
3776.1741950511932,36,posttest-2,65289,2
3776.994430541992,37,posttest-2,65507,0
3777.3718643188477,38,posttest-2,65289,2
3778.261117219925,39,posttest-2,65507,0
3778.3432896137238,40,posttest-2,65289,2
3779.2984116077423,41,posttest-2,65507,0
3779.4825229644775,42,posttest-2,65307,2
3788.163897752762,1,init,65507,0
3788.2109837532043,2,init,65505,2
3788.7248198986053,3,init,65363,3
3788.879871606827,4,init,65363,3
3788.9654116630554,5,init,65363,3
3789.020765542984,6,init,65363,3
3789.163699388504,7,init,65363,3
3789.25102186203,8,init,65363,3
3789.6447196006775,9,start,65363,3
3789.789530277252,10,start,65363,3
3790.121342897415,11,intro,65363,3
3790.5126264095306,12,indiv-illustrate,65363,3
3790.84739279747,13,pretest-1,65363,3
3791.280793428421,14,pretest-2,65363,3
3791.8239374160767,15,pretest-3,65363,3
3792.24543094635,16,pretest-4,65363,3
3792.674839258194,17,pretest-5,65363,3
3793.2035365104675,18,collab-activity,65363,3
3793.8736979961395,19,collab-activity-2,65363,3
3795.0943088531494,20,posttest-1,112,3
