Time,agent_name,type,edge.u,edge.v
0.0,robot,0,0,3
67.7757248878479,robot,0,0,3
121.24313449859619,robot,0,3,1
132.07449507713318,robot,0,3,2
200.91138076782227,robot,0,1,2
250.03786277770996,robot,0,2,3
296.1264171600342,robot,0,3,5
306.37348794937134,robot,0,3,7
354.91070556640625,robot,0,5,4
365.9790210723877,robot,0,5,7
411.0271701812744,robot,0,4,6
422.2847261428833,robot,0,4,1
471.23818039894104,robot,0,6,7
483.1252450942993,robot,0,6,5
540.2433545589447,robot,0,4,1
551.7165524959564,robot,0,4,9
589.4220600128174,robot,0,9,8
600.7237811088562,robot,0,9,1
636.7079286575317,robot,0,2,8
648.5934767723083,robot,0,2,9
711.8730428218842,robot,0,4,5
748.9775140285492,robot,0,9,8
760.6170320510864,robot,0,9,1
800.9688053131104,robot,0,8,2
803.0178825855255,robot,3,0,0
809.2375433444977,robot,4,0,0
823.48894572258,robot,0,8,9
883.9060425758362,robot,0,8,2
885.9582879543304,robot,3,0,0
892.5914895534515,robot,4,0,0
906.6465072631836,robot,0,8,9
952.5287289619446,robot,0,9,1
991.4279713630676,robot,0,8,2
993.4826848506927,robot,3,0,0
999.8490445613861,robot,4,0,0
1014.6146137714386,robot,0,8,9
1130.0797295570374,robot,0,9,1
1140.5416553020477,robot,0,9,4
1193.574066877365,robot,0,2,8
1205.0524892807007,robot,0,2,1
1240.2509529590607,robot,0,1,3
1251.5377848148346,robot,0,1,4
1300.298527956009,robot,0,3,5
1311.140341758728,robot,0,3,0
1345.9398350715637,robot,0,5,4
1357.8252637386322,robot,0,5,7
1401.6601648330688,robot,0,7,6
1413.1347994804382,robot,0,7,0
1445.882877111435,robot,0,3,0
1456.7443542480469,robot,0,3,2
1493.2093167304993,robot,0,6,4
1504.6679866313934,robot,0,6,5
1555.6819274425507,robot,0,0,3
1597.0186879634857,robot,0,2,1
1608.9049625396729,robot,0,2,3
1641.6713542938232,robot,0,2,8
1653.3485124111176,robot,0,2,9
1692.8986637592316,robot,0,3,1
1725.8399541378021,robot,0,1,9
1736.599957704544,robot,0,1,4
1778.089946269989,robot,0,4,6
1788.1257722377777,robot,0,4,5
1839.1005580425262,robot,0,5,7
1875.3592431545258,robot,0,7,6
1886.6515667438507,robot,0,7,0
1959.1234958171844,robot,0,8,9
1970.3787868022919,robot,0,8,2
2000.288376569748,robot,0,2,1
2011.9548733234406,robot,0,2,3
2044.9243791103363,robot,0,1,3
2055.986948490143,robot,0,1,9
2097.967125892639,robot,0,0,3
2109.455180644989,robot,0,0,7
2143.438893556595,robot,0,7,6
2153.6926805973053,robot,0,7,5
2187.6867842674255,robot,0,6,4
2198.962532520294,robot,0,6,5
2233.7429270744324,robot,0,4,9
2244.7120065689087,robot,0,4,5
2317.715840101242,robot,0,8,9
2329.40873670578,robot,0,8,2
2361.751518011093,robot,0,2,1
2373.2367107868195,robot,0,2,3
2410.0978915691376,robot,0,6,4
2451.0404527187347,robot,0,5,4
2461.5182752609253,robot,0,5,7
2503.8803119659424,robot,0,7,6
2514.9506001472473,robot,0,7,5
2580.4806835651398,robot,0,3,2
2591.151549577713,robot,0,3,1
2646.862357854843,robot,0,6,4
2657.09530210495,robot,0,6,7
